NAME;FRECUENCY;MEAN_AGE;GEN
RIMA;241;31,3;F
ANDREEA ELENA;240;21,4;F
ASELA;240;46,6;F
FRANCISCA JESUS;240;48,4;F
LOBNA;240;21,2;F
MARIA JERUSALEN;240;57,7;F
MARIA VALERIA;240;29,3;F
SONIA PATRICIA;240;39,8;F
YAQUELIN;240;33,4;F
ALLENDE;239;20,6;F
ANDREA ELIZABETH;239;26,4;F
ANDREEA CRISTINA;239;20,4;F
EL BATOUL;239;43,8;F
KASSANDRA;239;15,4;F
MARIA GEORGINA;239;53,2;F
OUAHIBA;239;28,6;F
ANTONIA LUISA;238;56;F
ARMONIA;238;68;F
BEATRIZ PILAR;238;35;F
CLAUDIA LILIANA;238;39,7;F
EMETERIA;238;74;F
HADA;238;13,2;F
NATALIA CARMEN;238;28;F
SARA CRISTINA;238;25,8;F
XULIA;238;11,9;F
YANINA;238;29,5;F
ANA AMELIA;237;46,6;F
ANDREA ALEJANDRA;237;25,1;F
CARMEN ANA;237;45,1;F
CHAYMAA;237;11,7;F
ENCARNA;237;36,1;F
FERDAOUS;237;10,4;F
FRANCISCA ANA;237;55;F
GIMENA;237;19,6;F
IKERNE;237;30,2;F
MAYELIN;237;33,7;F
NAYMA;237;11,4;F
STEFANA;237;48,3;F
YSABEL;237;47;F
DANIELA ALEXANDRA;236;17;F
DEMELZA;236;31,8;F
MARIA IRMA;236;54,6;F
NURIA CARMEN;236;36;F
WEIWEI;236;29,6;F
XIAOLI;236;35,1;F
ALICIA PILAR;235;44,1;F
ANTONIA ANGELES;235;54,3;F
CARMEN EMILIA;235;52,9;F
DANIELA CARMEN;235;18;F
IRENE ISABEL;235;29,3;F
KATERINE;235;26,4;F
MARIA ARGEME;235;49,9;F
MONICA ESTHER;235;38,8;F
NATALIA ISABEL;235;29,3;F
OUIAM;235;11,5;F
REMEDIOS MARIA;235;43,6;F
ROXANA ELENA;235;26,1;F
YUMALAY;235;5,5;F
CATALINA ANA;234;36,5;F
CINTIA MARIA;234;24,4;F
GAUDENCIA;234;75,4;F
LUISA CARMEN;234;56,8;F
LUZMILA;234;51;F
MARIA JACQUELINE;234;41,7;F
MARIA MIHAELA;234;30,3;F
MARIEN;234;30,8;F
MATXALEN;234;28,7;F
NINFA;234;49,6;F
OANA MARIA;234;26,7;F
ORNELLA;234;28,6;F
SARA ESTHER;234;36,3;F
SOMAYA;234;20,1;F
YUMALAI;234;5,3;F
ALEJANDRA ISABEL;233;27,1;F
BARBARA ANN;233;66,4;F
CAROLINA ISABEL;233;31,5;F
EILA;233;20,1;F
MACARENA ROCIO;233;27,8;F
MARIA AMABLE;233;70,4;F
MARIA BIENVENIDA;233;53;F
MARIA LUCIANA;233;49,2;F
MARIA NOEL;233;37,2;F
MERYAM;233;16,2;F
SONIA PILAR;233;39,8;F
DANIELA ELENA;232;30,9;F
DIANA LORENA;232;30,9;F
JULIANA MARIA;232;44,9;F
KAREN ELIZABETH;232;32,5;F
MARIA ERUNDINA;232;66,2;F
MARIA FRANCESCA;232;42,4;F
MARTA CECILIA;232;45,8;F
NOEMI MARIA;232;31,4;F
ADRIANA CAROLINA;231;24,9;F
FRANCISCA ASIS;231;56,8;F
HAIYAN;231;35,7;F
MAMA;231;37,9;F
MARIA JULIETA;231;42,3;F
XIAO;231;28;F
YINGYING;231;21,2;F
FIDELIA;230;58,1;F
IVELINA;230;30,1;F
JOHANNA ELIZABETH;230;29,8;F
MARIA BENILDE;230;66,2;F
PENKA;230;48,9;F
RENEE;230;48;F
SUSAN ANN;230;60,3;F
THELMA;230;31,8;F
USOA;230;28,5;F
ZINAIDA;230;52,2;F
DONATILA;229;74,8;F
JESSICA PAOLA;229;25,4;F
JULIA ESTHER;229;49,5;F
LAURA MERCEDES;229;36,7;F
MARIA MARLENE;229;44,9;F
NOUZHA;229;43,1;F
SALLY;229;43,3;F
SARA PILAR;229;33,3;F
TRACY;229;30,5;F
LIHUA;228;42,3;F
RUT MARIA;228;32,7;F
SAMIHA;228;26,4;F
SELENIA;228;11,6;F
SHARAY;228;15,6;F
YOHANNA;228;24,4;F
YUDITH;228;24,9;F
ALINA MIHAELA;227;29,1;F
ARLETTE;227;38,9;F
AURA MARIA;227;36,3;F
BERNABEA;227;72,7;F
EL GHALIA;227;42,6;F
GIOVANA;227;28,3;F
GRACIELA MARIA;227;43;F
HONORATA;227;72,9;F
LIFEN;227;40,6;F
LINAREJOS;227;50,5;F
LORETA;227;45;F
LORRAINE;227;50,1;F
PRADO;227;52,4;F
SINAI;227;10,7;F
WAHIBA;227;22,1;F
AILEN;226;12,4;F
ALEXANDRA IOANA;226;18,7;F
ANTONIA FRANCISCA;226;55,6;F
ELVIA;226;45,2;F
EVELYNE;226;44;F
GLORIA BEATRIZ;226;42,6;F
LING;226;31,9;F
MAITENA;226;32,9;F
MARIA EVELIA;226;57,1;F
MARIA FAUSTINA;226;58;F
MARIA JESICA;226;31,9;F
MARIA NARCISA;226;49;F
NATHALY;226;17,5;F
RADKA;226;43,1;F
STEPHANY;226;19,8;F
CANDIDA ROSA;225;54,4;F
DJAMILA;225;36,9;F
DOREEN;225;65,3;F
DORITA;225;64,6;F
IOANA ALEXANDRA;225;20;F
KHOLOUD;225;10,7;F
MARIA CUSTODIA;225;55,9;F
MARIA VALME;225;38,3;F
MARITA;225;44,7;F
OMARA;225;18,6;F
ROCIO ISABEL;225;31,3;F
TECLA;225;63,6;F
XIN;225;22,9;F
YOSELIN;225;25,9;F
ANA REMEDIOS;224;45;F
ANZHELIKA;224;37,2;F
BUSHRA;224;34,2;F
CARMELITA;224;63,3;F
EMILIA CARMEN;224;56;F
FELICITACION;224;71;F
LUCIA TERESA;224;37,8;F
NISAMAR;224;27,5;F
PAULA ALEXANDRA;224;26,8;F
PAVLINA;224;41;F
SALKA;224;32,3;F
YAIMA;224;27,1;F
ZENEIDA;224;43,1;F
ANGELA CRISTINA;223;34,4;F
AYLEN;223;10,2;F
BLANCA AURORA;223;51,3;F
CARLA ANDREA;223;22,7;F
EXPIRACION;223;63;F
FANG;223;35,4;F
KAOUTHAR;223;16,3;F
KHALIDA;223;38,1;F
KLAUDIA;223;19,9;F
LAURA TERESA;223;33,6;F
MARIA NORMA;223;48,2;F
OLIVIA MARIA;223;31,5;F
PING;223;40,8;F
ROSA BEATRIZ;223;46,8;F
RUBY;223;42,1;F
SAIMA;223;31,4;F
SHARA;223;13,4;F
TXELL;223;5,1;F
VITA;223;41,2;F
XIAOWEI;223;35,1;F
ALEXANDRA GABRIELA;222;15,1;F
ALONA;222;29,3;F
ANA IRENE;222;34,5;F
ARMANDA;222;66,2;F
CARLA ISABEL;222;19,9;F
DELICIA;222;52,3;F
FIRDAWS;222;4,9;F
JOSEFA CONCEPCION;222;60,5;F
MAEVA;222;17,2;F
MANUELA ISABEL;222;53,5;F
OUMOU;222;21,8;F
SVETLA;222;41,5;F
TAMOU;222;47,3;F
VIOLETA MARIA;222;30,8;F
WANDA;222;36,9;F
YOLANDA CARMEN;222;44,2;F
ANA OLGA;221;47,5;F
ANDREA PAOLA;221;26,9;F
ANTONIA TERESA;221;56,9;F
ARELIS;221;38,2;F
CRISTINA ALEXANDRA;221;23,6;F
CRISTINA ROCIO;221;26,9;F
ELENA GABRIELA;221;31,3;F
ENRICA;221;60,9;F
JIAQI;221;10,5;F
LIDIA ISABEL;221;37,1;F
MARIA SILVINA;221;58,8;F
AILEEN;220;24,7;F
AINARA MARIA;220;11,5;F
CLARA ROSA;220;54,1;F
GLORIA MERCEDES;220;47,8;F
JULIA ELENA;220;45,8;F
LEIDY JOHANA;220;27,2;F
LUZ CARMEN;220;46,1;F
LYNN;220;53,2;F
SHAZIA;220;36,2;F
ADHARA;219;11,4;F
ADONINA;219;73,8;F
CANDIDA MARIA;219;49,2;F
CARMEN MANUELA;219;51,6;F
CARMEN REYES;219;45,9;F
DOLORES ROCIO;219;37,8;F
ELIZABETH ANNE;219;52,6;F
EZTIZEN;219;22,3;F
JALILA;219;32;F
LAURA MARCELA;219;25,7;F
ROSA CRISTINA;219;43,6;F
SARA PATRICIA;219;27;F
LAURA VALENTINA;218;14,4;F
SOTERA;218;74,4;F
YEDRA;218;23,1;F
AUREA MARIA;217;44,1;F
CARMENZA;217;47,7;F
JUTTA;217;60,5;F
ROSA FRANCISCA;217;57;F
SARAH LOUISE;217;37,1;F
SOFIA CARMEN;217;27,3;F
ANGELES CARMEN;216;54,2;F
CARMEN INMACULADA;216;42;F
CRISTINA EUGENIA;216;38,2;F
KARINA ELIZABETH;216;32,1;F
KHADRA;216;42,2;F
KRISTINE;216;31,6;F
LAURA ELIZABETH;216;31;F
LIZETH;216;23,3;F
MARTHA PATRICIA;216;42,9;F
MARY ELIZABETH;216;58,2;F
SARA LUCIA;216;21,5;F
SUSANA PILAR;216;43;F
ABIDA;215;38,5;F
AURORA CARMEN;215;48,6;F
GRACIANA;215;67,9;F
HERMESINDA;215;73,5;F
JOAQUINA MARIA;215;53,7;F
LAURA ROSA;215;41,5;F
LAURINDA;215;64,2;F
LESLIE;215;27,5;F
MARTA EUGENIA;215;39,8;F
NADIRA;215;26,7;F
VENUS;215;20,6;F
ANA BLANCA;214;41,9;F
CARMEN RAQUEL;214;41,3;F
ESTEBANA;214;65,2;F
IKHLAS;214;7,4;F
INASS;214;8,2;F
JOSEFA MERCEDES;214;62,4;F
LEONORA;214;46,6;F
MARIA FELICIA;214;49,7;F
MARIA LILIA;214;56,3;F
MARIA PAU;214;38,5;F
OCTAVIA;214;59,8;F
SAFIRA;214;13,6;F
SIOMARA;214;20,1;F
XIA;214;32,4;F
ALVARINA;213;71,1;F
AUGUSTA;213;63,6;F
GALIA;213;30;F
GOTZONE;213;46,7;F
LAURA ROCIO;213;27,2;F
LILY;213;28,8;F
YUXIN;213;7,4;F
ANDREEA ALEXANDRA;212;16,8;F
CECILIA CARMEN;212;47;F
GISELA MARIA;212;29,3;F
HAFSSA;212;13,8;F
MAJIDA;212;33;F
MARIA ORETO;212;47,2;F
NAYALA;212;6;F
PEÑA;212;49,4;F
BELKIS;211;42,8;F
CLARA ELENA;211;43,5;F
CLARA LUZ;211;53,4;F
ELENA ALEXANDRA;211;20,5;F
IHSAN;211;22,5;F
JILL;211;58;F
MARIA SEBASTIANA;211;53,3;F
NANCY ELIZABETH;211;39,2;F
OLGA MARINA;211;48,3;F
ROSA JULIA;211;53,9;F
SUMAYA;211;17,8;F
VALERIA MARIA;211;18,1;F
YAZMIN;211;23,6;F
AURIA;210;41,3;F
HADHOUM;210;48,2;F
KIM;210;35,3;F
LORENA ISABEL;210;28,1;F
MADIHA;210;26,1;F
MARIA CORPUS;210;62,2;F
MARIA INMACULADA CONCEPCION;210;53,2;F
MARTHA MARIA;210;42,7;F
MILAGROS MARIA;210;43,3;F
NAARA;210;19,1;F
NATALIA SOLEDAD;210;31,9;F
NURI;210;49,1;F
ROSARIO ANA;210;42,9;F
SAMAR;210;17,2;F
SAMRA;210;22,4;F
SOFIA ELENA;210;19,6;F
VERONICA ISABEL;210;32,7;F
ANA ADELA;209;44;F
ANA AMPARO;209;46,5;F
ANTONIA ROCIO;209;40;F
CARMEN FATIMA;209;43,7;F
CARMEN SOLEDAD;209;43,3;F
FERNANDA MARIA;209;47,2;F
FIDENCIA;209;71,8;F
GUADALUPE MARIA;209;40,3;F
JULIA PILAR;209;51,7;F
MARIA AMAIA;209;51,6;F
MARIA ANGELITA;209;59,3;F
MARIA CORINA;209;41,4;F
MARIA ROSAURA;209;57,7;F
MARIA URSULA;209;51,3;F
NASTASIA;209;45,4;F
NAYAT;209;33,7;F
NURIA PILAR;209;38,6;F
ACACIA;208;65,4;F
AFAF;208;23,8;F
AMBAR;208;16,3;F
ANA MAGDALENA;208;38,9;F
ISABEL MARGARITA;208;49,6;F
KHADIDJA;208;28,8;F
MONICA CRISTINA;208;38,3;F
NOR;208;5,8;F
TERESITA NIÑO JESUS;208;60,9;F
CAMILLA;207;27,9;F
CARMEN INES;207;45,3;F
DARINA;207;30,4;F
DIGNA MARIA;207;51,7;F
JAMAA;207;45,8;F
KLARA;207;33,1;F
MARIA ANITA;207;65,6;F
NILA;207;53,8;F
SEREZADE;207;23,1;F
AMARANTA;206;27,7;F
ANJANA;206;13,3;F
ASCENSION MARIA;206;47,2;F
DIANA PAOLA;206;28,1;F
ELENA PATRICIA;206;33,2;F
ELODIE;206;25,1;F
EUSTASIA;206;78,1;F
GISELLA;206;20,4;F
IKRAME;206;21;F
JOSEFA ENCARNACION;206;60,4;F
KORO;206;49,2;F
MARIA IMELDA;206;57,8;F
MARIA REINA;206;46;F
MARIA YSABEL;206;41,8;F
MIREN IGONE;206;49,4;F
NAZIA;206;34,8;F
NORMA ELIZABETH;206;40,4;F
PAULA VICTORIA;206;20,7;F
ROSA LAURA;206;43,3;F
SALETA;206;37,3;F
SIMONA MARIA;206;33,9;F
VIDA;206;35;F
ASYA;205;33,5;F
BIANCA ELENA;205;13,7;F
CARMEN SUSANA;205;45,8;F
CATIA;205;31,5;F
DANUTA;205;50,9;F
DAVINIA MARIA;205;27,2;F
GABRIELA ALEXANDRA;205;21,5;F
GOIZALDE;205;30,6;F
KHADOUJ;205;49,1;F
LIDIA CARMEN;205;39,6;F
MANUELA JOSEFA;205;64,1;F
MARIA ALINA;205;31,5;F
MARIA ROXANA;205;32,6;F
MARIA SARAY;205;27,7;F
NADINA;205;27,8;F
ARGELINA;204;71,3;F
JENNIFFER;204;25,8;F
JORGELINA;204;42,5;F
MARIA NICOLASA;204;61,9;F
MIREN LOREA;204;47,1;F
PALMA;204;32,5;F
ROSE MARIE;204;56,8;F
SABA;204;23,3;F
UTE;204;58,5;F
VERONICA ANDREA;204;36;F
XIAOHONG;204;39,6;F
ARACELIS;203;46,1;F
ARTEMIA;203;70,4;F
BLANCA ESTELA;203;43,5;F
BRENDA MARIA;203;25,2;F
FRANCIA ELENA;203;43,7;F
KAMAR;203;17,8;F
LORNA;203;37,6;F
MARIA BLASA;203;60,8;F
MARIA CISNE;203;32,1;F
NAYRA MARIA;203;27,6;F
NEILA;203;17,1;F
ONINTZE;203;18,6;F
PILAR ISABEL;203;50,7;F
RESTITUTA;203;72,4;F
SONIA RAQUEL;203;35,9;F
XOANA;203;19,8;F
AGUASANTA;202;54,1;F
ANA KAREN;202;23,2;F
AZAHAR;202;16,6;F
CATALINA ISABEL;202;42,2;F
DESSIRE;202;18,8;F
LUCERO;202;39,1;F
MAXIMIANA;202;72,7;F
NOUR EL HOUDA;202;13,4;F
PAU;202;14,4;F
ROCIO MACARENA;202;31;F
SALUD MARIA;202;33;F
SARA BEATRIZ;202;30,6;F
SNEZHANA;202;39,3;F
STEFKA;202;44,5;F
VICTORIA PILAR;202;42,7;F
ALBENA;201;38,3;F
ANA CONSUELO;201;44,6;F
AUDELINA;201;72;F
CARMEN LORENA;201;31,6;F
EVA ROSA;201;43,4;F
JENNY ALEXANDRA;201;32,8;F
LAURA GABRIELA;201;28,6;F
MARIA GISELA;201;37,7;F
MARIA SIMONA;201;44,5;F
MIGLENA;201;33,3;F
MIQUELA;201;50,9;F
MONICA ELENA;201;35;F
PIEDAD MARIA;201;41,3;F
PRISCA;201;54;F
ROSA MATILDE;201;52,4;F
SONYA;201;38,1;F
YUE;201;24,4;F
AGUSTINA MARIA;200;47,9;F
ANGELA ROCIO;200;26,3;F
BELLA MARIA;200;36,5;F
BENICIA;200;70,9;F
DONIA;200;13,7;F
FRANCISCA ANGELES;200;54,1;F
JENIFER MARIA;200;23,7;F
JULIA TERESA;200;49,6;F
KALTOUM;200;35,5;F
MARIA CAPILLA;200;56,8;F
MARIA IRIS;200;45,2;F
MARIA REPOSO;200;56,4;F
MARIA ZAIDA;200;41,3;F
MIN;200;35,1;F
PATRICIA CAROLINA;200;33,2;F
SASHA;200;13,1;F
SILVIA ESTHER;200;41,5;F
SUSAN MARGARET;200;61,8;F
ANA MARIA ISABEL;199;55,3;F
ANDREA VICTORIA;199;20,9;F
CRISTALINA;199;67,1;F
ELEONOR;199;34,8;F
EMA;199;25,2;F
ETNA;199;10,9;F
GINEBRA;199;10,6;F
IDALINA;199;51,9;F
IRENE PILAR;199;33,6;F
IVA;199;31;F
JIAHUI;199;10,8;F
MARIA SETEFILLA;199;41,5;F
MARIE LOUISE;199;62,3;F
MARILIN;199;38,8;F
MARILU;199;41,7;F
MARTA BELEN;199;37,9;F
ADRIANA ISABEL;198;29,5;F
CHRISTA;198;67,6;F
ESTITXU;198;26,4;F
HALINA;198;51,6;F
JUANA VICTORIA;198;53,8;F
KAWTHAR;198;10;F
LESLEY;198;50,8;F
MARIA ESPINO;198;48;F
PATRICIA MARY;198;67,9;F
RAMONA ELENA;198;31,7;F
SIHAME;198;24,1;F
SIMONA ELENA;198;31,5;F
VITALINA;198;61;F
BARTOLINA;197;63,3;F
CARMEN EUGENIA;197;45,3;F
CARMEN RITA;197;47,8;F
CHRISTELLE;197;31,8;F
GAYANE;197;38,9;F
IDALIA;197;49,1;F
IWONA;197;38,5;F
LAURA INES;197;35,3;F
NERMIN;197;6,3;F
YURENA MARIA;197;29,1;F
ANA ALEJANDRA;196;27,5;F
ANCA MARIA;196;29,1;F
ANDREA VERONICA;196;35;F
GLENDA;196;33,7;F
ILDIKO;196;40,4;F
JAZMINA;196;30,7;F
JORDANA;196;22,3;F
LIDIA ROSA;196;44,4;F
LILIANA BEATRIZ;196;48,9;F
MARIA ISIDRA;196;58;F
MARIA NEREIDA;196;41,8;F
MARIA VICTORINA;196;62,1;F
MARIA XIMENA;196;34,2;F
MARY ANN;196;45,5;F
NEREA CARMEN;196;13;F
SEYNABOU;196;27,7;F
YRAYA;196;11,8;F
ZINA;196;38,5;F
GRACIELA BEATRIZ;195;51,8;F
JEANNE;195;51;F
JOSEFA VICENTA;195;59,6;F
LUCIA BELEN;195;20,4;F
MANOLA;195;64;F
MARIA BIBIANA;195;48,7;F
MARIA OLALLA;195;39,5;F
MARIA ROGELIA;195;60,5;F
MONA;195;34,9;F
PILAR ANGELES;195;54,8;F
SORKUNDE;195;47,4;F
SYLWIA;195;32,5;F
BOUTAINA;194;19,5;F
CANDELA MARIA;194;12,2;F
DARYA;194;18,5;F
FATHIA;194;38,2;F
ILSE;194;52,6;F
JESUS MARIA;194;60,3;F
LAURA VANESSA;194;23,4;F
LEOVIGILDA;194;69,7;F
LUZ ESTELLA;194;47,9;F
MAIRENA;194;29,9;F
MARIA CARMEN PILAR;194;61,5;F
MARIA LLUC;194;21,2;F
MARTA PATRICIA;194;37,2;F
MIREN ALAZNE;194;47,3;F
MONICA LILIANA;194;42,8;F
NICOLA JANE;194;45,2;F
PABLA;194;73;F
ALBA ISABEL;193;20,9;F
ANA JUANA;193;55,8;F
BLAU;193;6,4;F
CONCEPCION CARMEN;193;52,8;F
EVA LUCIA;193;29,9;F
FATTOUMA;193;48,5;F
IANA;193;23,5;F
INGRID MARIA;193;36,1;F
MANUELA ROCIO;193;39,4;F
MARCELLA;193;42,5;F
MARIA CEU;193;53;F
MARIA MADALINA;193;24,9;F
MARIA PEREGRINA;193;59,1;F
MARUA;193;6,9;F
MARUXA;193;25,6;F
MIREN AINTZANE;193;49,3;F
VERONICA ROCIO;193;31,5;F
CARMEN AURORA;192;49,7;F
DEBORA MARIA;192;29,6;F
EDEN;192;18,6;F
INMACULADA CARMEN;192;39,5;F
JANAINA;192;30,1;F
JENNIFER ANN;192;59,8;F
JOSEFA INES;192;55,8;F
LAMIAA;192;26,7;F
LOLITA;192;51,2;F
LOURDES CARMEN;192;39,8;F
MARIA EDUVIGIS;192;52,8;F
MARIA YESICA;192;33,2;F
MARTA ROCIO;192;27,1;F
RAFIKA;192;33,6;F
YUDIT;192;24,5;F
ADA MARIA;191;32,9;F
ADRIANA CARMEN;191;28;F
ANGELA PILAR;191;42;F
ANOUK;191;11,8;F
AURELIA MARIA;191;47,4;F
CECILE;191;42;F
ESTIVALIZ;191;28,1;F
ISABEL FRANCISCA;191;52,4;F
ISABEL JOSEFA;191;59,1;F
LUCIA VICTORIA;191;27,7;F
MANUELA JESUS;191;49,9;F
MARIA LINAREJOS;191;46,2;F
MARIA PENELOPE;191;40,1;F
MARIA YAIZA;191;33,2;F
SARA VICTORIA;191;24;F
VIVIANA ANDREA;191;30,6;F
ZITA;191;49,5;F
ANDREA FABIANA;190;41,8;F
ENOLA;190;9,1;F
ESCARLATA;190;29,1;F
ISATOU;190;24,2;F
IVON;190;27,5;F
JOHANNA MARIA;190;45,1;F
MARIA JOVITA;190;62,7;F
MARIA MIRABELA;190;26,2;F
MONTIEL;190;58,4;F
PAOLA ALEJANDRA;190;27,4;F
ROSABEL;190;40,2;F
TATSIANA;190;39,3;F
ULYANA;190;32,4;F
VERONICA PATRICIA;190;33,9;F
YASSMINE;190;9,3;F
ANDREEA MIHAELA;189;23,2;F
CARMEN ELVIRA;189;49,6;F
CHARO;189;42,1;F
CLORINDA;189;68,4;F
DAURA;189;22,5;F
ELISANGELA;189;35,7;F
ERICA MARIA;189;29;F
FETTOUMA;189;50,5;F
JUSTYNA;189;32;F
KADIATOU;189;23,6;F
MARIA EULOGIA;189;57,8;F
MARIA MELANIA;189;36,1;F
ROCIO ALBA;189;21,1;F
ROMAYSA;189;5,2;F
YURENA CARMEN;189;28,4;F
ANA CARLOTA;188;32,2;F
ANA NIEVES;188;47;F
ARINA;188;18,7;F
CLAIRE LOUISE;188;38;F
ESPERANZA ROCIO;188;30,6;F
GRIMANESA;188;32,2;F
ITHAISA;188;18,3;F
LIPING;188;40,9;F
SANDRA BEATRIZ;188;39,2;F
SELVA;188;26,9;F
SILVIA EUGENIA;188;33,7;F
VALERIE ANN;188;67,9;F
XIAOZHEN;188;37;F
ABUNDIA;187;77,4;F
ADRIANA ELIZABETH;187;31,3;F
ERHIMO;187;58,9;F
INTISSAR;187;19,5;F
JUSTINIANA;187;72,6;F
MAJA;187;30,9;F
MARIA CARLA;187;29,1;F
MARIA PRECIOSA;187;66;F
NERE;187;28,5;F
ALBA ROSA;186;42,5;F
DOLLY;186;44,2;F
EVGENIA;186;35,9;F
FATIMA ZAHRAA;186;19;F
ISABEL EUGENIA;186;42,4;F
JUANA JESUS;186;53,1;F
LAURA CAROLINA;186;28;F
MARIA ANASTASIA;186;48;F
MARIA CARMELA;186;54,1;F
MARILIA;186;27,6;F
MIHAELA CRISTINA;186;29,5;F
NATIVIDAD MARIA;186;49;F
SEHILA;186;25;F
STELIANA;186;45,7;F
SUCESO;186;69,5;F
ANDREA PATRICIA;185;27,4;F
CINZIA;185;40,7;F
CRISTEL;185;25;F
DEYSI;185;39,6;F
ELIECER;185;65,4;F
FIRDAUS;185;7;F
ILHAME;185;23,2;F
JENNY PATRICIA;185;37,7;F
JUANA MARGARITA;185;56,6;F
JUANA MERCEDES;185;53,9;F
LISANDRA;185;26,8;F
MARIA JERONIMA;185;56,3;F
MARIA JOAO;185;38,9;F
PATRICIA BEATRIZ;185;37,4;F
SAMYA;185;17,5;F
YASSMINA;185;13,8;F
CATUXA;184;21,6;F
CRINA;184;33,7;F
DORA MARIA;184;50,4;F
JUANA ROSARIO;184;55,6;F
MARTHA ELIZABETH;184;40;F
MONICA RAQUEL;184;37,8;F
RITA ISABEL;184;42,3;F
AIZPEA;183;23,7;F
ALLISON;183;15,8;F
BET;183;6,8;F
ENIA;183;8,8;F
JENICA;183;43,7;F
MANUELA DOLORES;183;60;F
MINIA;183;40;F
VIKTORIJA;183;28,2;F
ANA LETICIA;182;33,4;F
ARENE;182;9,9;F
CLAUDIA SOFIA;182;23,2;F
DOLORES JOSEFA;182;60,3;F
EMPERATRIZ;182;56,5;F
GEMA CARMEN;182;32,3;F
GERVASIA;182;74,4;F
KAUZAR;182;12,6;F
MARIA NAZARETH;182;34,5;F
MARIA SEGUNDA;182;63,2;F
MARIA SERAFINA;182;60,9;F
MARTHA BEATRIZ;182;47,4;F
MAY;182;29,6;F
SILVIA SUSANA;182;47,9;F
TERESA DOLORES;182;53,6;F
ZOILA ROSA;182;53,7;F
ARHANE;181;3,7;F
CASTA;181;67,6;F
CLAUDIA CAROLINA;181;30,7;F
CONCEPCION PILAR;181;56,4;F
ELISA CARMEN;181;46,1;F
EMILIA ISABEL;181;49,7;F
GEMA PILAR;181;35,4;F
LILIANA ELIZABETH;181;32,8;F
MARIA DOSINDA;181;66,3;F
MARIA GORETI;181;41;F
ODILE;181;37,5;F
PATIENCE;181;35,8;F
REPOSO;181;70,3;F
RODAINA;181;3,4;F
ROSA LIMA;181;51,8;F
SANDRA CARMEN;181;36,3;F
SHANSHAN;181;19,5;F
SUSANA CRISTINA;181;41,4;F
TERESA ANGELES;181;53,5;F
THERESA;181;43,1;F
YESSICA MARIA;181;28,9;F
ANTONIA ANA;180;56,5;F
BOCHRA;180;23,7;F
CECILIA ISABEL;180;45,3;F
DARIA MARIA;180;9,2;F
EKIÑE;180;10,3;F
ELBA MARIA;180;36,2;F
ELENA MADALINA;180;25,3;F
ELISABEHT;180;27,1;F
GICA;180;46,4;F
JULIA VICTORIA;180;40,9;F
MANANA;180;47;F
MARIA EDITH;180;48,1;F
MARIA LLUCH;180;35,9;F
MARIA ROBLEDO;180;51,7;F
NONA;180;33,2;F
SUZANA;180;34,3;F
TLAITMAS;180;53,4;F
VIOLETTA;180;26,2;F
YAROSLAVA;180;46,7;F
CARMEN ELIZABETH;179;36,2;F
CARMEN GEMA;179;37,4;F
COUMBA;179;25,9;F
GABRIELA FERNANDA;179;30,6;F
IRINA MARIA;179;21,9;F
MARIE CHRISTINE;179;56,9;F
PEDRONA;179;64,1;F
ROSA LIDIA;179;48,3;F
VARVARA;179;29,1;F
AISA;178;16,4;F
ALA;178;39,6;F
ANNALISA;178;36,8;F
BLANCA LUZ;178;50,5;F
EXPEDITA;178;65,7;F
FRANCISCA ROSARIO;178;55,1;F
HERMINIA MARIA;178;47;F
JURGITA;178;34,5;F
MARIA ILDA;178;61;F
NADIN;178;10,3;F
PAULA PILAR;178;26,1;F
PURIFICACIO;178;65,1;F
ROMAISSA;178;6,4;F
RUTH NOEMI;178;32,8;F
VOLHA;178;35,4;F
ALDA;177;36,5;F
AMPARO PILAR;177;53,1;F
ANDRA;177;20;F
BLASINA;177;58,5;F
ESTEFANA;177;75,8;F
FLORENTA;177;41,1;F
MAGHNIA;177;48,6;F
MARGARET MARY;177;66,6;F
MARIA ALCIRA;177;60,1;F
MARIA ROSANA;177;40,6;F
SANTOS;177;63,3;F
VICTORIA ALEJANDRA;177;18,8;F
XIAOYING;177;38,7;F
YASIRA;177;10,9;F
ANATOLIA;176;68,8;F
EXALTACION;176;71,3;F
FATIMETOU;176;33,3;F
JOSEFA ROCIO;176;43,5;F
KHOULOUD;176;14,4;F
MAIER;176;16,4;F
MARIA ALBERTA;176;59,9;F
MARIA ARA;176;32,9;F
MARIA COROMOTO;176;47,1;F
MARIA GRISELDA;176;47,8;F
MARIA PLACERES;176;65,3;F
MARIA STELLA;176;49;F
MERCEDES ISABEL;176;47,1;F
ANGELES PILAR;175;55,8;F
ARIAN;175;12,9;F
ESTRELLA CARMEN;175;32,1;F
EVA MARINA;175;33,4;F
GABRIELA ELIZABETH;175;28,2;F
GIADA;175;20,4;F
JOSIANE;175;47,8;F
MAME DIARRA;175;13,7;F
MARIA ANNA;175;55,1;F
MARIA OLAYA;175;41,1;F
MARIJA;175;38,7;F
MIREN BEGOÑE;175;55,4;F
NAJATE;175;37,7;F
NANCY MARIA;175;42,6;F
NATALLIA;175;38,8;F
ROSA ELIZABETH;175;38,9;F
SONIA BELEN;175;37,9;F
ANA FE;174;48,8;F
CARMEN ESPERANZA;174;46,8;F
CLAUDIA ELIZABETH;174;33,8;F
ELENA RAMONA;174;31,5;F
ISOLDA;174;25,7;F
